,movieId,rating,timestamp,userId
0,[,3.00002000080003,2024-05-16 18:18:30.000,10000010
1,1,3.00000571575548,2024-05-16 18:18:30.000,10000010
2,0,3.0000057369877946,2024-05-16 18:18:30.000,10000010
3,6,3.0000134841763186,2024-05-16 18:18:30.000,10000010
4,4,3.000013736546769,2024-05-16 18:18:30.000,10000010
5,2,3.0000135332647644,2024-05-16 18:18:30.000,10000010
6,8,3.000015746915572,2024-05-16 18:18:30.000,10000010
7,9,3.0000162969964626,2024-05-16 18:18:30.000,10000010
8,],3.00002000080003,2024-05-16 18:18:30.000,10000010
9,3,3.000013517532239,2024-05-02 17:11:16.000,10000010
10,5,3.0000137339055786,2024-05-02 17:11:16.000,10000010
11,",",3.0000191523183863,2024-05-02 17:11:16.000,10000010
12, ,3.0000191523183863,2024-05-02 17:11:16.000,10000010
13,7,3.0000137226918424,2024-05-02 17:11:16.000,10000010
